Ticker,Model,Rank,Feature,Weighted Score
S68.SI,t+1,Top 1, t-2 ROC,0.0065723927979859
S68.SI,t+1,Top 2, t-9 Vol,0.0017389825950915
S68.SI,t+1,Top 3, t-7 Vol,0.0014067421332342
S68.SI,t+2,Top 1, t-8 Vol,0.0203380313162547
S68.SI,t+2,Top 2, t-10 ROC,0.0045068968578077
S68.SI,t+2,Top 3, t-12 Vol,0.0017920400976397
S68.SI,t+3,Top 1, t-12 Vol,0.0142042120759915
S68.SI,t+3,Top 2, t-1 Vol,0.0036888176957795
S68.SI,t+3,Top 3, t-13 Vol,0.0027914076931303
S68.SI,t+4,Top 1, t-2 Vol,0.0078200782688129
S68.SI,t+4,Top 2, t-3 Vol,0.0047647181157832
S68.SI,t+4,Top 3, t-2 Price,0.0034729259106059
S68.SI,t+5,Top 1, t-1 Price,0.0152768551711763
S68.SI,t+5,Top 2, t-6 ROC,0.0149429326581148
S68.SI,t+5,Top 3, t-4 ROC,0.0072761260241847
S68.SI,t+6,Top 1, t-8 ROC,0.0029173251086647
S68.SI,t+6,Top 2, t-9 Vol,0.0026368798138416
S68.SI,t+6,Top 3, t-7 ROC,0.0016460109618611
S68.SI,t+7,Top 1, t-4 ROC,0.0035680348226512
S68.SI,t+7,Top 2, t-10 Vol,0.0022313610586549
S68.SI,t+7,Top 3, t-13 Vol,0.0020238613023658
S68.SI,t+8,Top 1, t-8 Price,0.011121160635845
S68.SI,t+8,Top 2, t-8 Vol,0.0107191128810355
S68.SI,t+8,Top 3, t-1 Vol,0.0048182750244997
S68.SI,t+9,Top 1, t-1 Price,0.0099766896499476
S68.SI,t+9,Top 2, t-8 Vol,0.0045918375151326
S68.SI,t+9,Top 3, t-12 Vol,0.0016734348503291
S68.SI,t+10,Top 1, t-6 ROC,0.010997095261474
S68.SI,t+10,Top 2, t-4 ROC,0.0086812557864293
S68.SI,t+10,Top 3, t-2 ROC,0.0063217377610093
S68.SI,t+11,Top 1, t-2 Price,0.0209620890171604
S68.SI,t+11,Top 2, t-5 ROC,0.0066422783733835
S68.SI,t+11,Top 3, t-11 Price,0.0023913221736941
S68.SI,t+12,Top 1, t-11 Vol,0.0094477142592637
S68.SI,t+12,Top 2, t-1 Price,0.0075651721241159
S68.SI,t+12,Top 3, t-10 Vol,0.0022400740020939
S68.SI,t+13,Top 1, t-3 Vol,0.0118970403003048
S68.SI,t+13,Top 2, t-3 ROC,0.0048096596875625
S68.SI,t+13,Top 3, t-6 Price,0.0042487265286264
