,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.9079863070787075,3785,185,0.004908034092317338
3,x_Tm2_PriceChg,0.8909580541491817,3730,198,0.004499788152268595
9,x_Tm4_PriceChg,0.3791845137065174,3729,192,0.0019749193422214447
6,x_Tm3_PriceChg,0.27032001040883397,3781,198,0.0013652525778223938
7,x_Tm3_VolChg,0.2515297665731634,3784,206,0.0012210182843357445
5,x_Tm2_PRoc1,0.11137714325875468,3786,175,0.0006364408186214553
22,x_Tm8_VolChg,0.10506522947832339,3765,194,0.0005415733478264092
16,x_Tm6_VolChg,0.0884610208511143,3738,188,0.0004705373449527357
27,x_Tm10_PriceChg,0.07410187636349268,3728,198,0.0003742519008257206
32,x_Tm11_PRoc1,0.061630499821737836,3808,192,0.0003209921865715512
38,x_Tm13_PRoc1,0.06326245826207334,3788,219,0.0002888696724295586
19,x_Tm7_VolChg,0.041440102728661624,3737,187,0.000221604827425998
21,x_Tm8_PriceChg,0.04030414631064776,3873,186,0.00021668895865939653
12,x_Tm5_PriceChg,0.044518121537590126,3783,219,0.00020327909377895035
11,x_Tm4_PRoc1,0.027035351429281634,3714,186,0.00014535135177033137
17,x_Tm6_PRoc1,0.02915874462590164,3827,204,0.00014293502267598843
15,x_Tm6_PriceChg,0.022313223832628796,3822,175,0.00012750413618645026
20,x_Tm7_PRoc1,0.013790008132089075,3777,158,8.727853248157642e-05
35,x_Tm12_PRoc1,0.00933837693391761,3786,185,5.047771315631141e-05
24,x_Tm9_PriceChg,0.009890786706742188,3733,201,4.920789406339397e-05
8,x_Tm3_PRoc1,0.00599948290661627,3825,207,2.898300921070662e-05
1,x_Tm1_VolChg,0.0027155879518844907,3847,195,1.3926092060946106e-05
23,x_Tm8_PRoc1,0.0013159919773569275,3760,178,7.393213355937794e-06
26,x_Tm9_PRoc1,-0.0031546254650822543,3751,217,-1.4537444539549558e-05
29,x_Tm10_PRoc1,-0.0029759919427470192,3837,190,-1.5663115488142208e-05
14,x_Tm5_PRoc1,-0.00870671646530664,3828,187,-4.655998109789647e-05
36,x_Tm13_PriceChg,-0.024343973670831444,3750,201,-0.00012111429686980818
10,x_Tm4_VolChg,-0.02779375792545507,3818,189,-0.000147056920240503
4,x_Tm2_VolChg,-0.03939526435863682,3858,215,-0.00018323378771458986
18,x_Tm7_PriceChg,-0.036568333463448344,3769,157,-0.00023291932142323785
30,x_Tm11_PriceChg,-0.048891743988027626,3772,208,-0.00023505646148090206
34,x_Tm12_VolChg,-0.046348431182326025,3800,180,-0.0002574912843462557
25,x_Tm9_VolChg,-0.061545796717104216,3826,200,-0.0003077289835855211
37,x_Tm13_VolChg,-0.0600175992746444,3730,187,-0.0003209497287414139
13,x_Tm5_VolChg,-0.08493712705524827,3873,209,-0.00040639773710645104
31,x_Tm11_VolChg,-0.08569397361432896,3729,194,-0.00044172151347592243
33,x_Tm12_PriceChg,-0.09514668673364274,3765,188,-0.0005060993975193762
28,x_Tm10_VolChg,-0.13785937025704276,3805,217,-0.0006352966371292293
2,x_Tm1_PRoc1,-0.19653021548507324,3826,196,-0.0010027051810462921
